id,month,date_of_week,year,hour,police_division,fatalities,injury_collision,fail_to_remain_collision,property_damage_collision,automobile,motorcycle,passenger,bicycle,pedestrian
1723,January,Thursday,2014,11,D33,0,0,1,0,1,0,0,NO,0
1724,January,Thursday,2014,17,D52,0,0,0,1,1,0,0,NO,0
1725,January,Thursday,2014,13,D32,0,0,0,1,1,0,0,NO,0
1726,January,Thursday,2014,16,D11,0,0,0,1,1,0,0,NO,0
1727,January,Thursday,2014,18,D32,0,0,0,1,1,0,0,NO,0
1728,January,Thursday,2014,17,D41,0,0,0,1,1,0,0,NO,0
1729,January,Thursday,2014,12,D55,0,0,0,1,1,0,0,NO,0
1730,January,Thursday,2014,17,D22,0,0,0,1,1,0,0,NO,0
1731,January,Thursday,2014,15,D31,0,0,0,1,1,0,0,NO,0
1732,January,Thursday,2014,7,D43,0,0,0,1,1,0,0,NO,0
1733,January,Thursday,2014,15,D13,0,0,0,1,1,0,0,NO,0
1734,January,Thursday,2014,12,D33,0,0,0,1,1,0,0,NO,0
1735,January,Thursday,2014,15,D53,0,0,0,1,1,0,0,NO,0
1736,January,Thursday,2014,12,D31,0,0,0,1,1,0,0,NO,0
1737,January,Thursday,2014,18,D33,0,0,0,1,1,0,0,NO,0
1738,January,Thursday,2014,18,D42,0,0,0,1,1,0,0,NO,0
1739,January,Thursday,2014,16,D31,0,0,0,1,1,0,0,NO,0
1740,January,Thursday,2014,19,D41,0,0,0,1,1,0,0,NO,0
1741,January,Thursday,2014,17,D33,0,0,0,1,1,0,0,NO,0
1742,January,Thursday,2014,10,D13,0,0,0,1,1,0,0,NO,0
1743,January,Thursday,2014,9,D33,0,0,0,1,1,0,0,NO,0
1744,January,Thursday,2014,15,D53,0,0,0,1,1,0,0,NO,0
1745,January,Thursday,2014,20,D33,0,0,0,1,1,0,0,NO,0
1746,January,Thursday,2014,20,D42,0,0,0,1,1,0,0,NO,0
1747,January,Thursday,2014,13,NSA,0,0,1,0,1,0,0,NO,0
1748,January,Thursday,2014,13,NSA,0,0,1,0,1,0,0,NO,0
1749,January,Thursday,2014,6,NSA,0,0,0,1,1,0,0,NO,0
1750,January,Thursday,2014,7,NSA,0,0,0,1,1,0,0,NO,0
1751,January,Thursday,2014,7,NSA,0,0,0,1,1,0,0,NO,0
1752,January,Thursday,2014,6,NSA,0,0,0,1,1,0,0,NO,0
1753,January,Thursday,2014,11,NSA,0,0,0,1,1,0,0,NO,0
1754,January,Thursday,2014,11,NSA,0,0,0,1,1,0,0,NO,0
1755,January,Thursday,2014,0,NSA,0,0,0,1,1,0,0,NO,0
1756,January,Thursday,2014,13,NSA,0,0,0,1,1,0,0,NO,0
1757,January,Thursday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
1758,January,Thursday,2014,13,NSA,0,0,0,1,1,0,0,NO,0
1759,January,Thursday,2014,11,NSA,0,0,0,1,1,0,0,NO,0
1760,January,Thursday,2014,15,NSA,0,0,0,1,1,0,0,NO,0
1761,January,Thursday,2014,16,NSA,0,0,0,1,1,0,0,NO,0
1763,January,Thursday,2014,15,NSA,0,0,0,1,1,0,0,NO,0
1764,January,Thursday,2014,14,NSA,0,0,0,1,1,0,0,NO,0
1765,January,Thursday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
1766,January,Thursday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
1767,January,Thursday,2014,17,NSA,0,0,1,0,1,0,0,NO,0
1768,January,Thursday,2014,18,NSA,0,0,0,1,1,0,0,NO,0
1769,January,Thursday,2014,11,NSA,0,0,1,0,1,0,0,NO,0
1770,January,Thursday,2014,16,NSA,0,0,0,1,1,0,0,NO,0
1771,January,Thursday,2014,15,NSA,0,0,0,1,1,0,0,NO,0
1772,January,Thursday,2014,8,NSA,0,0,0,1,1,0,0,NO,0
1773,January,Thursday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
1774,January,Thursday,2014,13,NSA,0,0,0,1,1,0,0,NO,0
1775,January,Thursday,2014,16,NSA,0,0,1,0,1,0,0,NO,0
1776,January,Thursday,2014,11,NSA,0,0,1,0,1,0,0,NO,0
1777,January,Thursday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
1778,January,Thursday,2014,15,D43,0,0,0,1,1,0,0,NO,0
1779,January,Thursday,2014,11,NSA,0,0,0,1,1,0,0,NO,0
1780,January,Thursday,2014,10,NSA,0,0,0,1,1,0,0,NO,0
1781,January,Thursday,2014,11,D53,0,0,1,0,1,0,0,NO,0
1782,January,Thursday,2014,9,D53,0,0,1,0,1,0,0,NO,0
1783,January,Thursday,2014,19,D42,0,0,0,1,1,0,0,NO,0
1784,January,Thursday,2014,9,D11,0,0,0,1,1,0,0,NO,0
1785,January,Thursday,2014,19,D43,0,0,1,0,1,0,0,NO,0
1786,January,Thursday,2014,20,D55,0,0,1,0,1,0,0,NO,0
1787,January,Thursday,2014,16,D41,0,0,0,1,1,0,0,NO,0
1788,January,Thursday,2014,12,D53,0,0,0,1,1,0,0,NO,0
1789,January,Thursday,2014,20,D41,0,0,0,1,1,0,0,NO,0
1790,January,Thursday,2014,19,D32,0,0,1,0,1,0,0,NO,0
1791,January,Thursday,2014,10,D33,0,0,0,1,1,0,0,NO,0
1792,January,Thursday,2014,8,D51,0,0,0,1,1,0,0,NO,0
1793,January,Thursday,2014,15,D53,0,0,0,1,1,0,0,NO,0
1794,January,Thursday,2014,8,D42,0,0,1,0,1,0,0,NO,0
1795,January,Thursday,2014,18,D53,0,0,0,1,1,0,0,NO,0
1796,January,Thursday,2014,18,D23,0,0,1,0,1,0,0,NO,0
1797,January,Thursday,2014,18,D14,0,0,0,1,1,0,0,NO,0
1798,January,Thursday,2014,18,D55,0,0,0,1,1,0,0,NO,0
1799,January,Thursday,2014,20,D33,0,0,0,1,1,0,1,NO,0
1800,January,Thursday,2014,13,D22,0,0,0,1,1,0,0,NO,0
1801,January,Thursday,2014,9,D32,0,0,0,1,1,0,0,NO,0
1802,January,Thursday,2014,19,D32,0,0,0,1,1,0,0,NO,0
1803,January,Thursday,2014,11,D53,0,0,0,1,1,0,0,NO,0
1804,January,Thursday,2014,16,D42,0,0,0,1,1,0,0,NO,0
1805,January,Thursday,2014,11,D51,0,0,0,1,1,0,0,NO,0
1806,January,Thursday,2014,21,D14,0,0,1,0,1,0,0,NO,1
1807,January,Thursday,2014,16,D32,0,0,0,1,1,0,0,NO,0
1808,January,Thursday,2014,12,D22,0,0,0,1,1,0,0,NO,0
1809,January,Thursday,2014,12,D42,0,0,0,1,1,0,0,NO,0
1810,January,Thursday,2014,16,D52,0,0,0,1,1,0,0,NO,0
1811,January,Thursday,2014,14,D14,0,0,0,1,1,0,0,NO,0
1812,January,Thursday,2014,20,D22,0,1,0,0,1,0,0,NO,1
1813,January,Thursday,2014,20,D52,0,1,0,0,1,0,0,NO,1
1814,January,Thursday,2014,16,D33,0,0,1,0,1,0,0,NO,0
1815,January,Thursday,2014,18,D41,0,0,0,1,1,0,0,NO,0
1816,January,Thursday,2014,15,D43,0,0,1,0,1,0,0,NO,0
1817,January,Thursday,2014,13,D14,0,0,0,1,1,0,0,NO,0
1818,January,Thursday,2014,9,D32,0,0,0,1,1,0,0,NO,0
1819,January,Thursday,2014,17,D52,0,0,0,1,1,0,0,NO,0
1820,January,Thursday,2014,23,D32,0,0,1,0,1,0,0,NO,0
1821,January,Thursday,2014,17,D53,0,0,0,1,1,0,0,NO,0
1823,January,Thursday,2014,18,D53,0,0,0,1,1,0,0,NO,0
1824,January,Thursday,2014,8,D13,0,0,1,0,1,0,0,NO,0
1825,January,Thursday,2014,18,D22,0,0,0,1,1,0,0,NO,0
1826,January,Thursday,2014,15,D32,0,0,0,1,1,0,0,NO,0
1827,January,Thursday,2014,7,D22,0,0,0,1,1,0,0,NO,0
1828,January,Thursday,2014,10,D14,0,0,0,1,1,0,0,NO,0
1829,January,Thursday,2014,17,D23,0,0,0,1,1,0,0,NO,0
1830,January,Thursday,2014,9,D12,0,0,1,0,1,0,0,NO,0
1831,January,Thursday,2014,17,D53,0,0,1,0,1,0,0,NO,0
1832,January,Thursday,2014,19,D23,0,0,0,1,1,0,0,NO,0
1833,January,Thursday,2014,17,D52,0,0,0,1,1,0,0,NO,0
1834,January,Thursday,2014,9,D22,0,0,0,1,1,0,0,NO,0
1835,January,Thursday,2014,15,D42,0,0,0,1,1,0,0,NO,0
1836,January,Thursday,2014,18,D32,0,1,0,0,1,0,0,NO,1
1837,January,Thursday,2014,16,D55,0,0,0,1,1,0,0,NO,0
1838,January,Thursday,2014,18,D42,0,0,0,1,1,0,0,NO,0
1839,January,Thursday,2014,19,D12,0,0,0,1,1,0,0,NO,0
1840,January,Thursday,2014,17,D32,0,0,1,0,1,0,0,NO,0
1841,January,Thursday,2014,17,D12,0,0,0,1,1,0,0,NO,0
1842,January,Thursday,2014,8,D51,0,0,0,1,1,0,0,NO,0
1843,January,Thursday,2014,20,D14,0,0,0,1,1,0,0,NO,0
1844,January,Thursday,2014,13,D55,0,0,0,1,1,0,0,NO,0
1845,January,Thursday,2014,8,D32,0,0,0,1,1,0,0,NO,0
1846,January,Thursday,2014,19,D33,0,1,0,0,1,0,0,NO,0
1847,January,Thursday,2014,19,D22,0,0,0,1,1,0,0,NO,0
1848,January,Thursday,2014,18,D14,0,0,0,1,1,0,0,NO,0
1849,January,Thursday,2014,17,D23,0,1,0,0,1,0,1,NO,0
1850,January,Thursday,2014,17,D41,0,0,0,1,1,0,0,NO,0
1851,January,Thursday,2014,17,D22,0,0,0,1,1,0,0,NO,0
1852,January,Thursday,2014,17,D52,0,0,0,1,1,0,0,NO,0
1853,January,Thursday,2014,16,D23,0,1,0,0,1,0,1,NO,0
1854,January,Thursday,2014,15,D33,0,1,0,0,1,0,0,NO,0
1855,January,Thursday,2014,14,D33,0,0,0,1,1,0,0,NO,0
1856,January,Thursday,2014,14,D42,0,0,0,1,1,0,0,NO,0
1857,January,Thursday,2014,13,D32,0,1,0,0,1,0,0,NO,1
1858,January,Thursday,2014,13,D14,0,0,0,1,1,0,0,YES,0
1859,January,Thursday,2014,13,D14,0,0,0,1,1,0,0,NO,0
1860,January,Thursday,2014,13,D32,0,0,0,1,1,0,0,NO,0
1861,January,Thursday,2014,13,D55,0,0,0,1,1,0,0,NO,0
1862,January,Thursday,2014,12,D55,0,1,0,0,1,0,1,NO,0
1863,January,Thursday,2014,12,D23,0,0,0,1,1,0,0,NO,0
1864,January,Thursday,2014,11,D22,0,1,0,0,1,0,1,NO,0
1865,January,Thursday,2014,11,D42,0,1,0,0,1,0,1,NO,0
1866,January,Thursday,2014,11,D12,0,1,0,0,1,0,1,NO,0
1867,January,Thursday,2014,11,D53,0,1,0,0,1,0,0,NO,1
1868,January,Thursday,2014,11,D53,0,1,0,0,1,0,1,NO,0
1869,January,Thursday,2014,11,D55,0,0,0,1,1,0,0,NO,0
1870,January,Thursday,2014,10,D32,0,0,0,1,1,0,0,NO,0
1871,January,Thursday,2014,10,D42,0,1,0,0,1,0,0,NO,0
1872,January,Thursday,2014,10,D33,0,0,0,1,1,0,0,NO,0
1873,January,Thursday,2014,10,D43,0,0,0,1,1,0,0,NO,0
1874,January,Thursday,2014,10,D55,0,1,0,0,1,0,0,NO,1
1875,January,Thursday,2014,9,D55,0,0,0,1,1,0,0,NO,0
1876,January,Thursday,2014,9,D23,0,0,0,1,1,0,0,NO,0
1877,January,Thursday,2014,9,D33,0,0,0,1,1,0,0,NO,0
1878,January,Thursday,2014,9,D22,0,0,0,1,1,0,0,NO,0
1879,January,Thursday,2014,9,D42,0,1,0,0,1,0,1,NO,0
1880,January,Thursday,2014,9,D41,0,0,0,1,1,0,0,NO,0
1881,January,Thursday,2014,9,D53,0,0,0,1,1,0,0,NO,0
1882,January,Thursday,2014,10,D12,0,1,0,0,1,0,0,NO,1
1883,January,Thursday,2014,9,D12,0,0,0,1,1,0,0,NO,0
1884,January,Thursday,2014,8,D53,0,0,0,1,1,0,0,NO,0
1885,January,Thursday,2014,8,D51,0,0,0,1,1,0,0,NO,0
1886,January,Thursday,2014,8,D41,0,0,0,1,1,0,0,NO,0
1887,January,Thursday,2014,7,D33,0,0,0,1,1,0,0,NO,0
1888,January,Thursday,2014,7,D42,0,1,0,0,1,0,1,NO,0
1889,January,Thursday,2014,7,D31,0,1,0,0,1,0,0,NO,0
1890,January,Thursday,2014,7,D43,0,1,0,0,1,0,0,NO,1
1891,January,Thursday,2014,6,D55,0,0,0,1,1,0,0,NO,0
1892,January,Thursday,2014,5,D11,0,1,0,0,1,0,0,YES,0
1893,January,Thursday,2014,3,D42,0,0,1,0,1,0,0,NO,0
1894,January,Thursday,2014,1,D55,0,0,0,1,1,0,1,NO,0
1895,January,Thursday,2014,1,D55,0,0,0,1,1,0,0,NO,0
1899,January,Thursday,2014,8,D33,0,0,0,1,1,0,0,NO,0
1900,January,Thursday,2014,14,D32,0,0,0,1,1,0,0,NO,0
1901,January,Thursday,2014,13,D41,0,0,1,0,1,0,0,NO,0
1902,January,Thursday,2014,6,D43,0,0,0,1,1,0,0,NO,0
1903,January,Thursday,2014,6,D55,0,0,0,1,1,0,0,NO,0
1904,January,Thursday,2014,7,D42,0,0,0,1,1,0,0,NO,0
1905,January,Thursday,2014,8,D42,0,0,0,1,1,0,0,NO,0
1906,January,Thursday,2014,7,D14,0,0,0,1,1,0,0,NO,0
1907,January,Thursday,2014,9,D41,0,0,0,1,1,0,0,NO,0
1908,January,Thursday,2014,8,D32,0,0,0,1,1,0,0,NO,0
1909,January,Thursday,2014,8,D22,0,0,0,1,1,0,0,NO,0
1910,January,Thursday,2014,8,D12,0,0,0,1,1,0,0,NO,0
1911,January,Friday,2014,0,NSA,0,0,0,1,1,0,0,NO,0
1912,January,Friday,2014,18,NSA,0,0,0,1,1,0,0,NO,0
1913,January,Friday,2014,19,D55,0,1,0,0,1,0,0,NO,0
1914,January,Friday,2014,7,D41,0,0,1,0,1,0,0,NO,0
1915,January,Friday,2014,13,NSA,0,0,0,1,1,0,0,NO,0
1916,January,Friday,2014,21,D23,0,0,0,1,1,0,0,NO,0
1917,January,Friday,2014,14,D55,0,0,1,0,1,0,0,NO,0
1918,January,Friday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
1919,January,Friday,2014,12,D55,0,0,1,0,1,0,0,NO,0
1920,January,Friday,2014,12,D14,0,0,0,1,1,0,0,NO,0
1921,January,Friday,2014,11,D33,0,0,0,1,1,0,0,NO,0
1922,January,Friday,2014,14,D41,0,0,0,1,1,0,0,NO,0
1923,January,Friday,2014,7,NSA,0,0,0,1,1,0,0,NO,0
1924,January,Friday,2014,12,D32,0,0,0,1,1,0,0,NO,0
1925,January,Friday,2014,18,D32,0,0,0,1,1,0,0,NO,0
1926,January,Friday,2014,18,NSA,0,0,1,0,1,0,0,NO,0
1927,January,Friday,2014,21,D23,0,0,0,1,1,0,0,NO,0
1928,January,Friday,2014,8,D42,0,0,0,1,1,0,0,NO,0
1929,January,Friday,2014,17,NSA,0,0,1,0,1,0,0,NO,0
1930,January,Friday,2014,12,D23,0,0,0,1,1,0,0,NO,0
1931,January,Friday,2014,14,D31,0,0,0,1,1,0,0,NO,0
1932,January,Friday,2014,6,D31,0,0,1,0,1,0,0,NO,0
1933,January,Friday,2014,18,NSA,0,0,0,1,1,0,0,NO,0
1934,January,Friday,2014,11,D42,0,0,0,1,1,0,0,NO,0
1935,January,Friday,2014,14,D42,0,0,1,0,1,0,0,NO,0
1936,January,Friday,2014,10,D32,0,0,1,0,1,0,0,NO,0
1937,January,Friday,2014,15,D55,0,0,0,1,1,0,0,NO,0
1938,January,Friday,2014,12,D33,0,0,1,0,1,0,0,NO,0
1939,January,Friday,2014,14,D33,0,0,0,1,1,0,0,NO,0
1940,January,Friday,2014,15,D12,0,0,0,1,1,0,0,NO,0
1941,January,Friday,2014,12,D41,0,0,0,1,1,0,0,NO,0
1942,January,Friday,2014,12,D41,0,0,0,1,1,0,0,NO,0
1943,January,Friday,2014,20,D13,0,0,0,1,1,0,0,NO,0
1944,January,Friday,2014,19,NSA,0,0,0,1,1,0,0,NO,0
1945,January,Friday,2014,15,D32,0,0,1,0,1,0,0,NO,0
1946,January,Friday,2014,19,D12,0,0,0,1,1,0,0,NO,0
1947,January,Friday,2014,16,D33,0,0,0,1,1,0,0,NO,0
1948,January,Friday,2014,15,D53,0,0,0,1,1,0,0,NO,0
1949,January,Friday,2014,18,D33,0,0,1,0,1,0,0,NO,0
1950,January,Friday,2014,16,D33,0,0,0,1,1,0,0,NO,0
1951,January,Friday,2014,20,NSA,0,0,1,0,1,0,0,NO,0
1952,January,Friday,2014,16,D12,0,1,0,0,1,0,1,NO,0
1953,January,Friday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
1954,January,Friday,2014,10,D33,0,0,0,1,1,0,0,NO,0
1955,January,Friday,2014,8,NSA,0,0,0,1,1,0,0,NO,0
1956,January,Friday,2014,15,NSA,0,0,0,1,1,0,0,NO,0
1957,January,Friday,2014,14,NSA,0,0,1,0,1,0,0,NO,0
1958,January,Friday,2014,19,D42,0,0,1,0,1,0,0,NO,0
1959,January,Friday,2014,11,NSA,0,0,0,1,1,0,0,NO,0
1960,January,Friday,2014,16,D43,0,0,0,1,1,0,0,NO,0
1961,January,Friday,2014,16,D32,0,0,1,0,1,0,0,NO,0
1962,January,Friday,2014,6,NSA,0,0,0,1,1,0,0,NO,0
1963,January,Friday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
1964,January,Friday,2014,16,D42,0,0,1,0,1,0,0,NO,0
1965,January,Friday,2014,7,D31,0,0,0,1,1,0,0,NO,0
1966,January,Friday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
1967,January,Friday,2014,8,D41,0,0,0,1,1,0,0,NO,0
1968,January,Friday,2014,6,D23,0,0,0,1,1,0,0,NO,0
1969,January,Friday,2014,7,D51,0,0,0,1,1,0,0,NO,0
1970,January,Friday,2014,10,D22,0,0,0,1,1,0,0,NO,0
1971,January,Friday,2014,7,D33,0,0,0,1,1,0,0,NO,0
1973,January,Friday,2014,16,D41,0,0,0,1,1,0,0,NO,0
1974,January,Friday,2014,11,D32,0,0,0,1,1,0,0,NO,0
1975,January,Friday,2014,19,NSA,0,0,1,0,1,0,0,NO,0
1976,January,Friday,2014,7,D14,0,0,1,0,1,0,0,NO,0
1977,January,Friday,2014,17,D51,0,0,0,1,1,0,0,NO,0
1978,January,Friday,2014,13,D23,0,0,0,1,1,0,0,NO,0
1979,January,Friday,2014,12,D12,0,0,0,1,1,0,0,NO,0
1980,January,Friday,2014,19,D42,0,0,1,0,1,0,0,NO,0
1981,January,Friday,2014,8,D23,0,0,0,1,1,0,0,NO,0
1982,January,Friday,2014,15,D33,0,0,0,1,1,0,0,NO,0
1983,January,Friday,2014,19,D42,0,0,0,1,1,0,0,NO,0
1984,January,Friday,2014,9,NSA,0,0,0,1,1,0,0,NO,0
1985,January,Friday,2014,9,D23,0,0,0,1,1,0,0,NO,0
1986,January,Friday,2014,16,D32,0,0,0,1,1,0,0,NO,0
1987,January,Friday,2014,8,D42,0,0,0,1,1,0,0,NO,0
1988,January,Friday,2014,12,NSA,0,0,0,1,1,0,0,NO,0
1989,January,Friday,2014,8,NSA,0,0,0,1,1,0,0,NO,0
1990,January,Friday,2014,16,NSA,0,0,1,0,1,0,0,NO,0
1991,January,Friday,2014,8,D55,0,1,0,0,1,0,1,NO,0
1992,January,Friday,2014,9,D41,0,0,0,1,1,0,0,NO,0
1993,January,Friday,2014,10,D55,0,0,1,0,1,0,0,NO,0
1994,January,Friday,2014,9,D12,0,0,1,0,1,0,0,NO,0
1995,January,Friday,2014,9,D14,0,0,0,1,1,0,0,NO,0
1996,January,Friday,2014,9,D42,0,0,0,1,1,0,0,NO,0
1997,January,Friday,2014,7,D11,0,0,0,1,1,0,0,NO,0
1998,January,Friday,2014,11,D53,0,0,0,1,1,0,0,NO,0
1999,January,Friday,2014,15,D31,0,0,1,0,1,0,0,NO,0
2000,January,Friday,2014,8,NSA,0,0,0,1,1,0,0,NO,0
2001,January,Friday,2014,17,D31,0,0,0,1,1,0,0,NO,0
2002,January,Friday,2014,18,D43,0,0,1,0,1,0,0,NO,0
2003,January,Friday,2014,19,D55,0,0,1,0,1,0,0,NO,0
2004,January,Friday,2014,16,D14,0,0,0,1,1,0,0,NO,0
2005,January,Friday,2014,17,D14,0,0,0,1,1,0,0,NO,0
2006,January,Friday,2014,14,D33,0,0,0,1,1,0,0,NO,0
2007,January,Friday,2014,9,D53,0,0,0,1,1,0,0,NO,0
2008,January,Friday,2014,17,D53,0,0,1,0,1,0,0,NO,0
2009,January,Friday,2014,18,D51,0,0,0,1,1,0,0,NO,0
2010,January,Friday,2014,16,D23,0,0,0,1,1,0,0,NO,0
2011,January,Friday,2014,19,D55,0,1,0,0,1,0,0,NO,0
2012,January,Friday,2014,20,D42,0,0,0,1,1,0,0,NO,0
2013,January,Friday,2014,0,D22,0,0,1,0,1,0,0,NO,0
2014,January,Friday,2014,9,D12,0,0,0,1,1,0,1,NO,0
2015,January,Friday,2014,15,D52,0,0,0,1,1,0,0,NO,0
2016,January,Friday,2014,17,NSA,0,0,1,0,1,0,0,NO,0
2017,January,Friday,2014,19,D42,0,0,1,0,1,0,0,NO,0
2018,January,Friday,2014,15,D53,0,0,1,0,1,0,0,NO,0
2019,January,Friday,2014,16,D42,0,0,0,1,1,0,0,NO,0
2020,January,Friday,2014,16,D55,0,0,0,1,1,0,0,NO,0
2021,January,Friday,2014,20,D22,0,0,0,1,1,0,0,NO,0
2022,January,Friday,2014,19,D41,0,0,0,1,1,0,0,NO,0
2023,January,Friday,2014,18,NSA,0,0,0,1,1,0,0,NO,0
2024,January,Friday,2014,19,D41,0,0,0,1,1,0,0,NO,0
2025,January,Friday,2014,16,D51,0,0,0,1,1,0,0,NO,0
2026,January,Friday,2014,9,D23,0,0,0,1,1,0,0,NO,0
2027,January,Friday,2014,18,D55,0,0,0,1,1,0,0,NO,0
2028,January,Friday,2014,18,D11,0,0,0,1,1,0,0,NO,0
2029,January,Friday,2014,20,D32,0,0,0,1,1,0,0,NO,0
2030,January,Friday,2014,20,D42,0,1,0,0,1,0,0,NO,1
2031,January,Friday,2014,19,D31,0,0,0,1,1,0,0,NO,0
2032,January,Friday,2014,19,D23,0,1,0,0,1,0,1,NO,0
2033,January,Friday,2014,19,D41,0,0,0,1,1,0,1,NO,0
2034,January,Friday,2014,18,D11,0,0,0,1,1,0,0,NO,0
2035,January,Friday,2014,17,D32,0,0,0,1,1,0,0,NO,0
2036,January,Friday,2014,17,D22,0,0,0,1,1,0,0,NO,0
2037,January,Friday,2014,17,D31,0,1,0,0,1,0,0,NO,1
2038,January,Friday,2014,17,D31,0,1,0,0,1,0,0,NO,0
2039,January,Friday,2014,17,D55,0,0,1,0,1,0,0,NO,1
2040,January,Friday,2014,16,D32,0,1,0,0,1,0,0,NO,1
2041,January,Friday,2014,15,D14,0,1,0,0,1,0,0,NO,1
2042,January,Friday,2014,14,D41,0,1,0,0,1,0,0,NO,0
2043,January,Friday,2014,13,D51,0,1,0,0,1,0,0,NO,1
2044,January,Friday,2014,12,D12,0,0,0,1,1,0,1,NO,0
2045,January,Friday,2014,12,D53,0,0,0,1,1,0,0,NO,0
2046,January,Friday,2014,12,D43,0,1,0,0,1,0,1,NO,0
2047,January,Friday,2014,20,D32,0,0,0,1,1,0,0,NO,0
2048,January,Friday,2014,12,D52,0,1,0,0,1,0,0,NO,1
2049,January,Friday,2014,11,D55,0,0,0,1,1,0,0,NO,0
2050,January,Friday,2014,11,D31,0,1,0,0,1,0,1,NO,0
2051,January,Friday,2014,10,D42,0,1,0,0,1,0,1,NO,0
2052,January,Friday,2014,9,D31,0,1,0,0,1,0,1,NO,0
2053,January,Friday,2014,9,D33,0,1,0,0,1,0,0,NO,0
2054,January,Friday,2014,9,D43,0,0,0,1,1,0,1,NO,0
2055,January,Friday,2014,8,D12,0,0,0,1,1,0,0,NO,0
2056,January,Friday,2014,7,D11,0,0,0,1,1,0,0,NO,0
2057,January,Friday,2014,7,D42,0,0,0,1,1,0,0,NO,0
2058,January,Friday,2014,7,D32,0,1,0,0,1,0,0,NO,0
2059,January,Friday,2014,6,D23,0,1,0,0,1,0,0,NO,0
2060,January,Friday,2014,6,D55,0,0,0,1,1,0,0,NO,0
2061,January,Friday,2014,6,D31,0,1,0,0,1,0,1,NO,0
2062,January,Friday,2014,6,D33,0,1,0,0,1,0,1,NO,0
2063,January,Friday,2014,3,D42,0,0,0,1,1,0,0,NO,0
2064,January,Friday,2014,3,D12,0,0,0,1,1,0,0,NO,0
2065,January,Friday,2014,3,D13,0,0,1,0,1,0,0,NO,0
2066,January,Friday,2014,1,D53,0,0,1,0,1,0,0,NO,0
2067,January,Friday,2014,8,D52,0,0,0,1,1,0,0,NO,0
2068,January,Friday,2014,16,D31,0,0,0,1,1,0,0,NO,0
2069,January,Friday,2014,9,D42,0,0,0,1,1,0,0,NO,0
2070,January,Friday,2014,17,D42,0,0,0,1,1,0,0,NO,0
2071,January,Friday,2014,10,D43,0,0,0,1,1,0,0,NO,0
2072,January,Friday,2014,8,D32,0,0,0,1,1,0,0,NO,0
2073,January,Friday,2014,10,D43,0,0,0,1,1,0,0,NO,0
2074,January,Friday,2014,7,D14,0,0,0,1,1,0,0,NO,0
2075,January,Friday,2014,10,D41,0,0,0,1,1,0,0,NO,0
2076,January,Friday,2014,6,D31,0,0,0,1,1,0,0,NO,0
2077,January,Friday,2014,7,D42,0,0,0,1,1,0,0,NO,0
2078,January,Friday,2014,3,NSA,0,0,0,1,1,0,0,NO,0
2079,January,Friday,2014,7,D53,0,0,1,0,1,0,0,NO,0
2081,January,Friday,2014,9,D41,0,0,0,1,1,0,0,NO,0
2082,January,Friday,2014,10,D31,0,0,0,1,1,0,0,NO,0
2083,January,Friday,2014,19,D33,0,0,1,0,1,0,0,NO,0
2084,January,Friday,2014,11,D41,0,0,0,1,1,0,0,NO,0
2085,January,Friday,2014,11,D53,0,0,0,1,1,0,0,NO,0
2086,January,Friday,2014,8,NSA,0,0,0,1,1,0,0,NO,0
2087,January,Friday,2014,10,D22,0,0,0,1,1,0,0,NO,0
2088,January,Friday,2014,9,D43,0,0,1,0,1,0,0,NO,0
2089,January,Friday,2014,12,D32,0,0,0,1,1,0,0,NO,0
2090,January,Friday,2014,11,D52,0,0,0,1,1,0,0,NO,0
2091,January,Friday,2014,9,NSA,0,0,0,1,1,0,0,NO,0
2092,January,Friday,2014,11,D42,0,0,1,0,1,0,0,NO,0
2093,January,Friday,2014,21,D22,0,0,0,1,1,0,0,NO,0
2094,January,Friday,2014,12,D42,0,0,1,0,1,0,0,NO,0
2095,January,Friday,2014,19,NSA,0,0,1,0,1,0,0,NO,0
2096,January,Friday,2014,12,D55,0,0,0,1,1,0,0,NO,0
2097,January,Friday,2014,18,D23,0,0,0,1,1,0,0,NO,0
2099,January,Friday,2014,13,D31,0,0,1,0,1,0,0,NO,0
2100,January,Saturday,2014,8,NSA,0,1,0,0,1,0,0,NO,0
2101,January,Saturday,2014,8,NSA,0,1,0,0,1,0,0,NO,0
2102,January,Saturday,2014,13,NSA,0,0,0,1,1,0,0,NO,0
2103,January,Saturday,2014,13,NSA,0,0,0,1,1,0,0,NO,0
2104,January,Saturday,2014,14,NSA,0,0,0,1,1,0,0,NO,0
2105,January,Saturday,2014,15,NSA,0,1,0,0,1,0,1,NO,0
2106,January,Saturday,2014,17,NSA,0,0,0,1,1,0,0,NO,0
2107,January,Saturday,2014,19,D22,0,1,0,0,1,0,0,NO,0
2108,January,Saturday,2014,7,D41,0,0,0,1,1,0,0,NO,0
2109,January,Saturday,2014,18,D41,0,0,1,0,1,0,0,NO,0
